"item_code","deskripsi","qty_on_hand","min_stock","max_stock","is_critical","lokasi_rak"
"P-16976-00","IAF HBMP Series (H14) Size:305x610x93mm effeciency:99,999% on 0,3 um; Rec.final resistance:500 Pa;; ; ;","0","0","0","Tidak","-"
"P-15038-00","IAF HBMP Series (H14); Minimum effeciency : 99.999% on 0.3 micron;Size ;305X305X93 mm; Rec.final res; ; ;","0","0","0","Tidak","-"
"P-52791-00","IC Components LTC2411IMS; ; ;","4","0","0","Tidak","D-3-1D"
"T-25289-00","IGNITER GLOW PLUG ASSEMBLY; AGILENT; 19231-60680; 1 PC PER PACK","0","0","0","Tidak","-"
"O-17129-00","IMA CLU EK2046  Welded Bellow For Unloading Pusher 316L ST100*65","0","0","0","Tidak","-"
"O-51965-00","IMA CLU EK2046 - Module MOXA IO Logic-E1214 p/n:6822921","1","0","0","Tidak","C-3-1"
"O-52701-00","IMA CLU EK2046 - Router VPN Secomea P/n: 84229090; ; ;","0","0","0","Tidak","-"
"O-11287-00","IMA F200 Filling Machine - Pall Mini Kleenpak Capsules with Supor EKV Membrane, Filter Capsule 4,1""/0,2 um/0,02 m2/Hydrophilic PVDF/code2/0,25-0,5"" hose barb; Pall; KA02DFLP8G; 1 pcs","0","0","0","Tidak","-"
"T-20398-00","In-Line Filter Assembly; Waters; Part No. WAT035190; 1pc","0","0","0","Tidak","-"
"P-51812-00","Indoor Sirene; ; ;","1","0","0","Tidak","F-2-3A"
"T-20146-00","Inlab Cable MultiPin-BNC/RCA 1.2m cat no 30281896; Mettler Toledo; c/n 30281896; 1 pc","1","0","0","Tidak","F-2-4B"
"O-15622-00","INLET CHAMBER PRE-FILTER ; AMERTEX : FILTRATION MATERIAL AMERTEX R-R29, G3 CLASS","0","0","0","Tidak","-"
"T-20320-00","Inlet liner, Ultra Inert, split, low pressure drop, glass wool; Agilent; Part No. 5190-2295; 1/pk","0","0","0","Tidak","-"
"O-17669-00","INPRO 6860i/12/120/nA, Operating Range : 8 ppb - 60% O2 Sat. Measured Pressure Resistance : 0 bar - METTLER TOLEDO INDONESIA, PT P/N : - pc","1","1","2","Tidak","E-4"
"Q-70222-00","Insulated Screwdriver LPISS7; Krisbow; 10002071; 7 pc/set","0","0","0","Tidak","-"
"P-13723-00","Insulation Pipe 2-3/8 inch x 3/4 inch","0","0","0","Tidak","-"
"P-13722-00","Insulation Pipe 5/8 inch x 3/4 inch","0","0","0","Tidak","-"
"O-21152-00","Integrated Granulation Line - Alat Perata Sample 90x118 mm; Custom /Lokal; -; 1 Pc","0","0","0","Tidak","-"
"O-21067-00","Integrated Granulation Line - Bellow V3 MC DN100 L=292x2 EPDM White; GEA; 179947; 1 Pc","0","0","0","Tidak","-"
"O-20652-00","Integrated Granulation Line - Blowback Cone Seal PTFE","4","0","0","Tidak","-"
"O-20651-00","Integrated Granulation Line - Collar HC100","3","0","0","Tidak","-"
"O-20650-00","Integrated Granulation Line - Flap Disc Seal MC DN100 (2.M10.0110X)","2","0","0","Tidak","-"
"O-20649-00","Integrated Granulation Line - Housing Seal MC DN 100","1","0","0","Tidak","-"
"O-20646-00","Integrated Granulation Line - Inflatable Seal CIP FC111VS DS=117.2mm Silicone Transparent","1","0","0","Tidak","-"
"O-20645-00","Integrated Granulation Line - Inflatable Seal CIP FC111VS DS=340.2mm Silicone Transparent","1","0","0","Tidak","-"
"O-20647-00","Integrated Granulation Line - Inflatable Seal CIP G281 S2F Dm=474mm Silicone Transparent","1","0","0","Tidak","-"
"O-20648-00","Integrated Granulation Line - Inflatable Seal CIP G281 S2P Dm=286mm Silicone Transparent","1","0","0","Tidak","-"
"O-21068-00","Integrated Granulation Line - Inflatable Seal Filter Ring ER/ABB 1 Valve MK3 Size 2; GEA; 214261; 1 Pc","1","0","0","Tidak","-"
"O-53566-00","Integrated Granulation Line - K-Adp-Usb Programmer; Pepperl+Fuchs; ;","1","0","0","Tidak","-"
"O-20505-00","Integrated Granulation Line - Oring Viton 2.5x64x69 mm, colour Black; Custom/Lokal; -; 1 Pc","7","0","0","Tidak","E-4"
"O-53272-00","Integrated Granulation Line - Temperature Probe CIP 60mm MK3: 3 Wire","1","0","0","Tidak","-"
"O-53274-00","Integrated Granulation Line - Temperature Probe Product 72mm Bayonet 3 Wire Cable=5m","1","0","0","Tidak","-"
"O-53273-00","Integrated Granulation Line - Temperature Probe Product 72mm Bayonet 3 Wire Cable=5m","1","0","0","Tidak","-"
"O-53275-00","Integrated Granulation Line - Temperature Probe PT-100 55mm Long 3 Wire 1/10 DIN 316L","1","0","0","Tidak","-"
"P-52708-00","Inverter - HVAC Drives FC-102P4K0T4E20H3XGXXXXSXXXXAXBXCXXXXDX; 4 kw 3x380 Vac;; Danfoss; ;","0","0","0","Tidak","-"
"P-52242-00","Inverter FC202 Aqua Drives 5.5KW 3x380 VAC Danfoss","0","0","0","Tidak","-"
"O-51725-00","INVERTER MICROMASTER 3 PHASE PART NO :6008","0","0","0","Tidak","-"
"O-51943-00","Inverter Sinamics 1,5 kw 6SL3210-1PE16-1UL1; Siemens; ;","0","0","0","Tidak","-"
"O-52229-00","Inverter VLT Drive Danfoss-Type FC-051PK75T4E20H3XXCXXXSXXX spec: 0.75 Kw, 3x380-480 V 50/60Hz; ; ;","1","0","0","Tidak","E-4-4"
"P-51918-00","Inverter VLT Drive Danfoss-Type FC-302 7.5 Kw, 3x380-480 V 50/60Hz; ; ;","0","0","0","Tidak","-"
"P-15857-00","INVERTER,DANFOSS, VLT2980PT4B20STR0DBFOOA21C1 S/N 56670CA465","0","0","0","Tidak","-"
"Q-70054-00","Isi Kuas Cat Epoxy Roll; Rollset; Ukuran 4 Inch; pack size per pcs","0","0","0","Tidak","-"
"Q-70055-00","Isi Kuas Cat Epoxy Roll; Rollset; Ukuran 9 Inch; pack size per pcs","0","0","0","Tidak","-"
"T-80198-00","Isi Stapler Besar NO 3 + 24/6","0","0","0","Tidak","-"
"T-80199-00","Isi Stapler Kecil NO 10","0","0","0","Tidak","-"
"P-12433-00","Isolasi AC- Sansui","9","5","10","Tidak","M-3-6"
"O-53376-00","Isolator - Exhaust Air Fan G3G200-GN18-01; SKAN; 1016201; 1 Pc","0","0","0","Tidak","-"
"O-53379-00","Isolator - Humidity Sensor HMT335; SKAN; 1008547; 1 Pc","0","0","0","Tidak","-"
"O-53374-00","Isolator - Intake Air Fan G3G146AB540.1; SKAN; 1338289; 1 Pc","0","0","0","Tidak","-"
"O-20895-00","Isolator - Pneumatic Gasket Front Door DICHT.PNEU. 1784X0724 MVQ; SKAN; 1015746; 1 Pc","1","0","0","Tidak","-"
"O-53375-00","Isolator - Recirculation Air Fan R3G 355-AI56-01; SKAN; 1015729; 1 Pc","0","0","0","Tidak","-"
"O-20896-00","Isolator - Silicon Tube Pump 913.A016.016; SKAN; 1002902; 1 Pc","15","0","0","Tidak","-"
"O-53377-00","Isolator - Temperature Sensor R2106; SKAN; 1014964; 1 Pc","0","0","0","Tidak","-"
"O-53378-00","Isolator - Temperature Sensor TR11 kz-MU; SKAN; 1008546; 1 Pc","0","0","0","Tidak","-"
"O-14449-00","Isolator Glove Piercan 97800Y94/10 Material: Hypalon One Piece Fulled Dipped, White","0","0","4","Tidak","-"
"O-16031-00","Isolator Gloves E10330 Y 8 E4 4;000160; Material : CSM; Shape : E10; Size : 8; Thickness (mm) : 4/10; ; ;","0","0","0","Tidak","-"
"T-20134-00","Isolator Gloves Material : CSM Shape : E10 Size : 8 Thickness (mm) : 4/10 Length (mm) : 330; Piercan; E10330 Y 8 E4 4;","0","0","0","Tidak","-"
"Q-10983-00","Isolator Keramik Busbar Silinder 50x40; ; ;","0","0","0","Tidak","-"
"O-20910-00","Isolator Machine - Pneumatic Gasket Transfer Door (Left + Right) DICHT.PNEU. 1784X0724 MVQ; SKAN; 1015668; 1 Pc","1","0","0","Tidak","-"
"O-51777-00","Isoloator glove code: M200/90 Y 550 E4; ; ;","0","0","0","Tidak","-"
"O-15626-00","JACKET WATER AND CONDENSATE DRAIN FILTER; F9 ;","0","0","0","Tidak","-"
"Q-70149-00","Jangka Sorong Digital / Digital Caliper; Mitutoyo; CN: 500-197-30; pc","0","0","0","Tidak","-"
"T-20002-00","Jasa Perbaikan Alat Lab - Perbaikan Timbangan Lab","0","0","0","Tidak","-"
"Q-11000-00","Jasa Perbaikan Gedung; ; ;","0","0","0","Tidak","-"
"Q-10827-00","Jet Gun For Cleaning AC","0","0","0","Tidak","-"
"S-46525-00","Jolly Box ; JX-3 No. 300; Lion Star; ;","0","0","0","Tidak","-"
"T-81150-00","Joyko Permanent Marker dual TIP PM 32 Warna Biru - Merah","0","0","0","Tidak","-"
"P-51786-00","Jumper Terminal viking uk. 2,5 mm; ; ;","0","0","0","Tidak","-"
"Q-10510-00","Junction Box Plastik 12x12x10 cm; ; ;","0","0","0","Tidak","-"
"P-53261-00","Junction Box uk 30x40x20cm; ; ;","0","0","0","Tidak","-"
"P-54066-00","Junction Panel Box Ukuran 150x150x150 mm","0","0","0","Tidak","-"
"O-52398-00","Kabel Fiber Optic FD-620-10; Autonics; ;","2","0","0","Tidak","G-3"
"P-52083-00","Kabel LeadProbe Multitester Universal","0","0","0","Tidak","-"
"O-52318-00","Kabel pelangi 10 pin + socket","0","0","0","Tidak","-"
"T-12348-00","Kabel Power CPU Cord 1,5m; ; ;","0","0","0","Tidak","-"
"P-51736-00","Kabel UTP isi 8 Cat 5e merk BELDEN; ; ;","0","0","0","Tidak","-"
"Q-10528-00","Kaca Cermin; Lokal; Ukuran custom; pack size per pcs","0","0","0","Tidak","-"
"P-16402-00","Kaca Las Warna Hitam No. 10","1","0","0","Tidak","-"
"T-21161-00","Kalibrasi Furnace; Vulcan; Type : D-550 - Kalibrasi Furnance","0","0","0","Tidak","-"
"Q-10905-00","Kanal C Galvalum Baja Ringan 0.75","0","0","0","Tidak","-"
"Q-10774-00","Kansai Zinc Phospate Primer Light Grey @ 20 KG","0","0","0","Tidak","-"
"Q-10621-00","Kap Downlight 5inch Osiwa","0","0","0","Tidak","-"
"Q-10570-00","Kap Lampu TL RM 2X18 Watt","0","0","0","Tidak","-"
"Q-10517-00","Kape Besi / Scraper / Skrap Besi;No Brand;;pack size per pcs","0","1","10","Tidak","-"
"Q-12047-00","Kape PVC / Scraper / Skrap PVC Ukuran 5 Inch;; Lokal; ; pc","0","0","0","Tidak","-"
"Q-12145-00","Kasa Gypsum Tanpa Lem Ukuran 1 inch; Lokal; ; 20 meter per roll","0","0","0","Tidak","-"
"P-17466-00","Kawat Las Argon SS 304 Dia : 1.2 mm kg","0","0","0","Tidak","-"
"P-10952-00","Kawat Las Dia = 3,2 X 350 mm Besi RD 260","0","0","0","Tidak","-"
"P-17278-00","Kawat las TIG Argon TGS-50 dia 1.6 mm","0","0","0","Tidak","-"
"P-18966-00","Kawat Perak Las 40%; Merk Grilot-7; ; ;","0","0","0","Tidak","-"
"P-13887-00","Kawat Seling SS dia 4mm","0","0","0","Tidak","-"
"P-15880-00","Keramik Argon No. 5","0","0","0","Tidak","-"
"Q-12151-00","Keramik Dlucido Cream Uk. 20x25; Roman; Type W25107; pack size per 20 pcs box","0","0","0","Tidak","-"
"Q-10963-00","Keramik Granito Salsa Oasis Warna Ivory 40x40mm; Granito; ;","0","0","0","Tidak","-"
"Q-10985-00","Keramik Granito Warna Crystal White Sand 60x60; Granito; ;","0","0","0","Tidak","-"
"Q-20010-00","Keramik Granito Warna Ivory","0","0","0","Tidak","-"
"Q-10207-00","Keramik Roman Warna Putih 40 x 40 cm;Roman;CN: 447106;pack size per pack","6","1","9","Tidak","DW"
"T-80635-00","Kertas HVS Putih A4 70 gram;","0","0","0","Tidak","-"
"P-51810-00","Key switch for On/ Off Indoor sirene; ; ;","0","0","0","Tidak","-"
"T-12204-00","Keyboard Wireless K270 Logitech; ; ;","0","0","0","Tidak","-"
"O-51700-00","KEYENCE AMPLIFIER SENSOR OPTICAL FIBER PNP, OUTPUT CONNECTOR M8","0","0","0","Tidak","-"
"O-15709-00","KEYENCE, HIGH PRECISION OPTICAL FIBER SUPER TOUGH FLEX FIBERS;","0","0","0","Tidak","-"
"O-15731-00","KEYENCE; HIGH PRECISION OPTICAL FIBER SUPER TOUGH FLEX FIBERS-FU67V; PART NO :201021","0","0","1","Tidak","-"
"P-17049-00","Kikir Besi 8""; ; ;","0","0","0","Tidak","-"
"O-51653-00","Kipas Panel Merk Rexnord, Model REC-22038 A2 VAC 220Hz 50/60 AMP-0.1; Rexnord; ;","0","0","0","Tidak","-"
"T-20858-00","Kit, e2695 Performance Maintenace; Waters; 201000313; 1","0","0","0","Tidak","-"
"O-14594-00","Kit, membrane ozone 6510 METTLER TOLEDO INDONESIA, PT P/N : -  pc","0","1","2","Tidak","-"
"T-20591-00","Kit, Performance PLUS seal pack rebuild; Waters; 700011783; 1 pieces / pack","0","1","2","Tidak","-"
"T-20540-00","Kit,Housing,HPMV,Molded p/n: 700010588; Waters; ;","0","0","0","Tidak","-"
"P-12455-00","KITZ - Gate Valve dia 1inch","0","0","0","Tidak","-"
"P-18255-00","KITZ - Gate Valve dia 2 1/2 inch; ; ;","0","0","0","Tidak","-"
"P-12456-00","KITZ - Gate Valve dia 3/4inch","0","0","0","Tidak","-"
"O-16077-00","Kleenpak Emflon PFR 0.2 um PALL Part No. KA2PFRP1 pc","0","0","0","Tidak","-"
"P-52003-00","Klem Pipa Conduit Merk. Clipsal Warna Putih Uk. 20 mm; Clipsal; ; pack","30","0","0","Tidak","O1"
"Q-10972-00","Koper Penyimpan Alat Cashing Aluminium Uk. 215x215x655mm; ; ;","0","0","0","Tidak","-"
"Q-10271-00","Kuas 3 inch","0","0","0","Tidak","-"
"Q-10153-00","Kuas Cat Roller uk. 110 mm;No Brand;;pack size per set","11","3","30","Tidak","N4"
"Q-10154-00","Kuas Cat Roller uk. 230 mm;No Brand;;pack size per set","9","1","20","Tidak","N4"
"Q-60025-00","Kuas Cat Uk. 1 inch;Eterna;Tipe 611;pack size per pcs","0","5","70","Tidak","-"
"Q-60026-00","Kuas Cat Uk. 2 inch;Eterna;Tipe 611;pack size per pcs","0","3","20","Tidak","-"
"Q-10401-00","Kuas Cat Uk. 3 inch;Eterna;Tipe 611;pack size per pcs","9","0","0","Tidak","R-4-10"
"Q-10656-00","Kuas Cat Uk. 5 inch;No Brand;;pack size per pcs","5","1","5","Tidak","R-4-10"
"Q-54128-00","Kuas uk. 2.5 inch; No Brand; ; pack size per pc","0","0","0","Tidak","-"
"Q-10885-00","Kunci Grendel SS 1 1/2 Inch","0","0","0","Tidak","-"
"P-19038-00","Kunci Handle Panel MS 306-2-1 Hengzhu; Hengzhu; ;","2","0","0","Tidak","N4"
"Q-70148-00","Kunci L Bintang / Tamper Torx Key; Tekiro; HK-TA1206; 9 pc/set","0","0","0","Tidak","-"
"Q-70167-00","Kunci L Bintang / Torx Key Uk. 10 mm; Tekiro; HK-TL1221; pc","0","0","0","Tidak","-"
"Q-70173-00","Kunci L Bintang / Torx Key Uk. 20 mm; Tekiro; HK-TL1223; pc","0","0","0","Tidak","-"
"Q-70174-00","Kunci L Bintang / Torx Key Uk. 25 mm; Tekiro; HK-TL1224; pc","0","0","0","Tidak","-"
"Q-70175-00","Kunci L Bintang / Torx Key Uk. 50 mm; Tekiro; HK-TL1228; pc","0","0","0","Tidak","-"
"Q-70169-00","Kunci L Hex Key Stubby Uk. 1,5 - 10 mm; Tekiro; HK-ST1210 ; 9 pc/set","0","0","0","Tidak","-"
"Q-70224-00","Kunci L Mini Set; Tekiro; HK-EL1198; 7 pc/set","0","0","0","Tidak","-"
"Q-70171-00","Kunci L Uk 2 mm; Tekiro; HK-LO1165; pc","0","0","0","Tidak","-"
"Q-70170-00","Kunci L Uk. 1,5 mm; Tekiro; HK-LO1164; pc","0","0","0","Tidak","-"
"Q-70172-00","Kunci L uk. 3 mm; Tekiro; HK-LO1166; pc","0","0","0","Tidak","-"
"Q-10378-00","Kunci Laci Cam Lock;Huben;PN: HL 103-25 mm;pack size per pcs","0","0","0","Tidak","-"
"Q-12076-00","Kunci Laci Lemari Loker Slide; Huben; HL-505; per set","4","0","0","Tidak","O4"
"Q-10731-00","Kunci Lemari Arsip Lion L33/ELITE LION","0","0","0","Tidak","-"
"Q-10472-00","Kunci Loker Huben HL-103 30mm; ; ;","0","0","0","Tidak","-"
"Q-70176-00","Kunci Pas No 21 & 23; Tekiro; WR-OE0086; pc","0","0","0","Tidak","-"
"Q-10783-00","Kunci Pas Rachet Ujung Ganda 3/8inch, 5/16inch dan 1/4inch, 3/16inch For Koneksi pipa AC; ; ;","0","0","0","Tidak","-"
"P-18170-00","Kunci pas ring 22 mm; ; ;","0","0","0","Tidak","-"
"P-18171-00","Kunci pas ring 24 mm; ; ;","0","0","0","Tidak","-"
"P-18160-00","Kunci pas ring set; ; ;","0","0","0","Tidak","-"
"Q-70097-00","Kunci Sock Set 8-32mm 1/2 Inch DR Socket Set 24 pc Segi Pt 6; Matsu; ; pack size per set","0","0","0","Tidak","-"
"Q-70255-00","Kunci Sock T 13 mm; Tekiro; WR-TT0237; pc","0","0","0","Tidak","-"
"Q-70098-00","Kunci Torsi Momen 20-120 Nm; Lakoni; 800422; pack size per set","0","0","0","Tidak","-"
"Q-50029-00","Kunci Tusuk Laci / Kunci Tekan (Push Lock) HL105; Huben; HL105; pc","0","0","0","Tidak","-"
"T-80242-00","Label Stiker Tom & Jerry No. 103","0","0","0","Tidak","-"
"S-46550-00","Ladder with Cushion Foam 4 Step BLKYS2462P; Krisbow; 294499;","0","0","0","Tidak","-"
"T-80731-00","Laminating Film JOYKO A4 220 X 308 MM 100 micron (100 sheets per pack); JOYKO; LF100-2231; 100 sheets per pack","0","0","0","Tidak","-"
"P-51561-00","Lampu Essential GENIE (pendek) 11watt/E27 Putih; Phillips; ;","0","0","0","Tidak","-"
"O-50000-00","Lampu G4 20W 12 V Warm White Philips","0","0","0","Tidak","-"
"Q-30005-00","Lampu Highbay 150 Watt LED; Ecolink; ; pack size per pcs","0","0","0","Tidak","-"
"P-51718-00","Lampu LED 12 VDC P. 30 cm; ; ;","0","0","0","Tidak","-"
"P-51920-00","Lampu LED 6.5W Putih 12 Vac 2700K Philips","0","0","0","Tidak","-"
"Q-10569-00","Lampu LED Emergency 6 Watt Hannoch Genius","0","0","0","Tidak","-"
"P-51883-00","Lampu LED Floodlight 100 watt","0","0","0","Tidak","-"
"P-51865-00","Lampu LED Floodlight 50 watt","0","0","0","Tidak","-"
"Q-10585-00","Lampu LED T5-18W-1200mm","0","0","0","Tidak","-"
"Q-10586-00","Lampu LED T5-9W-600mm; ; ;","0","0","0","Tidak","-"
"Q-10433-00","Lampu Neon Philips TLD 15W/54-765 Cool Daylight; PHILIPS; TLD15W/54-765;","3","0","0","Tidak","I4"
"P-51867-00","Lampu Osram P-VIP 240/0.8 for Infocus IN124a","0","0","0","Tidak","-"
"P-51842-00","Lampu Pemanas/Heating Lamp Mesin Laminating","0","0","0","Tidak","-"
"P-51741-00","Lampu Phillips PHP LED; 710 7w E27 White 220-240v; ; ;","15","11","100","Tidak","O3"
"O-54003-00","LAMPU PL-S 2P 11W/865, PHILIPS","19","0","0","Tidak","O3"
"O-54139-00","Lampu PLC 4U 45W; Hannochs; ;","0","0","0","Tidak","-"
"O-54004-00","LAMPU SL 24 W  / 220-240 V / SPIRAL, PHILIPS","10","0","0","Tidak","O-3"
"P-50023-00","Lampu T8 30W/765; Philips; ;","3","0","0","Tidak","O3"
"P-54224-00","Lampu TL Emergency 18W; Custom; ;","11","0","0","Tidak","O4"
"P-52202-00","Lampu TL5 21W/865 Philips","0","0","0","Tidak","-"
"P-50700-00","Lampu TLD 36W/54 PHILIPS","0","0","0","Tidak","-"
"Q-10434-00","Lampu Tornado Philips 27 W Cool Daylight; PHILIPS; 27WATTS;","2","0","0","Tidak","O3"
"O-54005-00","LAMPU UV 15 WATT, OSRAM","7","1","2","Tidak","O3"
"P-52193-00","Lampu UV 8 Watt; ; ;","8","1","5","Tidak","O3"
"Q-10908-00","Lan Card PCI Express TG-3468 Gigabit 10/100/1000 Mbps TG-3468 TP-Link","0","0","0","Tidak","-"
"T-20841-00","Lasser Assy (S) Shimadzu 206-71580-91","0","0","0","Tidak","-"
"P-50033-00","LCD Display 7 Inch TM070RDH10","0","0","0","Tidak","-"
"P-13397-00","LED WORKLIGHT dan FLASHLIGHT 200dan60LM,3XAA; ; Part No. 10108194;","0","0","0","Tidak","-"
"Q-12117-00","Lem Anti Bocor Waterproof Nano Transparan; Aqualuxe; ; 1 kg","0","0","0","Tidak","-"
"Q-10901-00","Lem Fox Kayu Putih","0","0","0","Tidak","-"
"S-40335-00","Lem Insuflex Insulation; ; ;","0","0","0","Tidak","-"
"P-15858-00","LEM ISOLASI, ARMAFLEX, 1 CAN","0","0","0","Tidak","-"
"Q-12152-00","Lem Kayu Putih 350 gram; Fox; ; 350 gram per pack","0","0","0","Tidak","-"
"P-53213-00","Lem Pipa PVC","1","3","5","Tidak","Flammable"
"Q-10249-00","Lem Power Glue; ; ;","65","3","6","Tidak","N3"
"P-15859-00","LEM PVC 45 GRAM, ISARPLAS","0","0","0","Tidak","-"
"P-12470-00","Lem PVC Isarplas 300 gr/kaleng","0","0","0","Tidak","-"
"Q-10715-00","Lem PVC Isarplas Kuas @400gr; ; ;","0","2","3","Tidak","-"
"Q-10903-00","Lem Wall Papper BOSTIK","0","0","0","Tidak","-"
"Q-10745-00","Lem ZAMITEX 500 gr","0","0","0","Tidak","-"
"P-15860-00","LEM, K-FLEX, 1 CAN : 2.6LTR","0","0","0","Tidak","-"
"S-51937-00","Lid for Desicator, with Stopcock, dor ID 200mm; Normax; 4906324; pieces","0","0","0","Tidak","-"
"P-54610-00","Liebherr - Programmed Electronic for LGPv 6520; Liebherr; 9290451; 1 pc","0","0","0","Tidak","-"
"P-54491-00","Lift Schindler - LOP Button Set; Schindler; IWU-000869; 1 set","0","0","0","Tidak","-"
"P-51738-00","Limit Switch CZ7311 10 A 220 V; ; ;","0","0","0","Tidak","-"
"P-52569-00","Limit Switch LX19-001  250 VAC; ; ;","4","1","3","Tidak","F-2-3B"
"P-50325-00","Limit Switch Z - 15GQ 22 - B 15 A / 125 / 250 VAC Highly","2","1","3","Tidak","M-4"
"P-52009-00","Limit Switch;; Omron; Part No. D4MC-1000; 1 pc/pack","3","1","3","Tidak","L3"
"O-19164-00","LINEAR SHAFT PSSFG12-306; Misumi; ;","0","0","0","Tidak","-"
"P-15861-00","LIQUID GASKET, THREE BOND","0","0","0","Tidak","-"
"Q-12123-00","Lis Strip Pintu Seal Peredam Suara 6M; Lokal; 6M-SD6-Hitam; 6 meter/roll","0","0","0","Tidak","-"
